Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade,Brand,isFIFA,isSuperMario,isGTA,isPokemon,isCOD,isNFS,FIFASales,MarioSales,GTASales,PokeSales,CODSales,NFSSales,NA_Mil_Sales,EU_Mil_Sales,JP_Mil_Sales,Other_Mil_Sales,Global_Mil_Sales,Genre_Filtered,NOT_NA_MIL
13760,Saru! Get You! Pipo Saru Senki,PSP,2009,Role-Playing,Sony Computer Entertainment,0,0,0.04,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3172,421,40000,1462,40000,Role-Playing,36828
13761,Infamous: First Light,PS4,2014,Action,Sony Computer Entertainment,0,0.03,0,0.01,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1854,30000,3842,10000,40000,Action,38146
13762,J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,PSP,2013,Sports,Sega,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,9434,6384,40000,5857,40000,Sports,30566
13763,Imabikisou,PS3,2007,Adventure,Sega,0,0,0.04,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,4739,6524,40000,9097,40000,Other,35261
13764,Logic Machines,DS,2009,Puzzle,City Interactive,0.04,0,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,6591,7760,5018,40000,Other,0
13765,One Piece: Burning Blood,XOne,2016,Fighting,Namco Bandai Games,0.03,0.01,0,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,10000,3675,8250,40000,Other,10000
13766,Hakuouki: Reimeiroku Portable,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,9719,7744,40000,576,40000,Other,30281
13767,Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,PS2,2008,Shooter,Sega,0,0,0.04,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,851,8013,40000,3034,40000,Shooter,39149
13768,Antz Extreme Racing,PS2,2002,Racing,Empire Interactive,0.02,0.02,0,0.01,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,2700,10000,40000,Racing,20000
13769,Motto TOEIC Test DS Training,DS,2008,Misc,IE Institute,0,0,0.04,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,4016,8655,40000,8500,40000,Other,35984
13770,Super Robot Gakuen,DS,2009,Adventure,Namco Bandai Games,0,0,0.04,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,8064,37,40000,918,40000,Other,31936
13771,Atelier Iris 3: Grand Phantasm (JP Sales),PS2,2006,Role-Playing,Tecmo Koei,0,0,0.04,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,4042,7307,40000,951,40000,Role-Playing,35958
13772,Terraria,XOne,2014,Action,505 Games,0,0.04,0,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,7312,40000,3557,2776,40000,Action,32688
13773,Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,3DS,2014,Adventure,Happinet,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1828,7217,40000,4789,40000,Other,38172
13774,Empire Earth III,PC,2007,Strategy,Vivendi Games,0,0.03,0,0.01,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3549,30000,9329,10000,40000,Other,36451
13775,Mike Tyson Boxing,GBA,2002,Sports,Ubisoft,0.03,0.01,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,10000,2054,4379,40000,Sports,10000
13776,Jojo's Fashion Show: Design in a Dash!,DS,2009,Simulation,Ubisoft,0.04,0,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,5468,2998,9597,40000,Other,0
13777,The Legend of Heroes: Trails in the Sky First Chapter,PS3,2012,Role-Playing,Falcom Corporation,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,8098,8192,40000,4459,40000,Role-Playing,31902
13778,Go Diego Go!: Safari Rescue,PS2,2008,Action,Take-Two Interactive,0.02,0.02,0,0.01,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,2753,10000,40000,Action,20000
13779,Deal or No Deal: Special Edition,DS,2010,Misc,Zoo Games,0.04,0,0,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,4243,9260,2987,40000,Other,0
13780,Clannad,PS2,2006,Adventure,Interchannel,0,0,0.04,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,7482,3398,40000,4269,40000,Other,32518
13781,Nobunaga's Ambition: Sphere of Influence,PS4,2014,Strategy,Tecmo Koei,0.03,0,0,0.01,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,1930,8673,10000,40000,Other,10000
13782,Fisherman's Challenge,PS2,2003,Sports,Konami Digital Entertainment,0.02,0.02,0,0.01,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,9780,10000,40000,Sports,20000
13783,Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,PSP,2009,Fighting,Marvelous Interactive,0,0,0.04,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,7033,400,40000,124,40000,Other,32967
13784,Akko ni Omakase! Brain Shock,DS,2006,Misc,Taito,0,0,0.04,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,5592,1252,40000,7032,40000,Other,34408
13785,Mission: Impossible - Operation Surma,GBA,2003,Platform,Atari,0.03,0.01,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,10000,604,2799,40000,Platfrom,10000
13786,Guild Wars Trilogy,PC,2005,Role-Playing,NCSoft,0,0.03,0,0.01,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,9473,30000,3663,10000,40000,Role-Playing,30527
13787,Patrician IV,PC,2010,Strategy,Kalypso Media,0.03,0,0,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,5774,3682,5977,40000,Other,10000
13788,Deadliest Warrior: Ancient Combat,PS3,2012,Fighting,Cloud Imperium Games Corporation,0.04,0,0,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,4179,7620,854,40000,Other,0
13789,King of Fighters: Maximum Impact Regulation A,PS2,2007,Fighting,SNK Playmore,0,0,0.04,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1598,3815,40000,588,40000,Other,38402
13790,Who Wants to be a Millionaire: 1st Edition,DS,2007,Misc,Ubisoft,0,0.04,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,5867,40000,6646,5612,40000,Other,34133
13791,Star Ocean 5: Integrity and Faithlessness,PS3,2016,Role-Playing,Square Enix,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1724,1268,40000,7061,40000,Role-Playing,38276
13792,Date A Live: Rine Utopia,PS3,2013,Adventure,Compile Heart,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1823,9565,40000,5455,40000,Other,38177
13793,CSI: Fatal Conspiracy,PC,2010,Adventure,Ubisoft,0,0.03,0,0.01,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1391,30000,8342,10000,40000,Other,38609
13794,Durarara!! 3way Standoff: Alley,PSP,2011,Adventure,Kadokawa Shoten,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1621,8710,40000,6626,40000,Other,38379
13795,Surf's Up,PS3,2007,Sports,Ubisoft,0.03,0,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,7427,4757,3304,40000,Sports,10000
13796,Fritz Chess,PS3,2009,Strategy,Deep Silver,0,0.03,0,0.01,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2826,30000,7851,10000,40000,Other,37174
13797,The Da Vinci Code,XB,2006,Action,Take-Two Interactive,0.03,0.01,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,10000,246,6830,40000,Action,10000
13798,Famicom Mini: Clu Clu Land,GBA,2004,Puzzle,Nintendo,0,0,0.04,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,9091,4323,40000,3257,40000,Other,30909
13799,Astro Boy: The Video Game,PSP,2009,Action,D3Publisher,0.04,0,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,2010,8883,6890,40000,Action,0
13800,Metal Slug XX,PSP,2009,Shooter,DHM Interactive,0.03,0,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,4337,5780,2888,40000,Shooter,10000
13801,Sacred Blaze,PS2,2009,Strategy,Flight-Plan,0,0,0.04,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,5018,8481,40000,6552,40000,Other,34982
13802,Rollin' Rascals,DS,2009,Puzzle,Rising Star Games,0.04,0,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,7684,9679,757,40000,Other,0
13803,Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,DS,2007,Misc,Namco Bandai Games,0,0,0.04,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,6920,8970,40000,6073,40000,Other,33080
13804,Thoroughbred Breeder II Plus,PS,1995,Simulation,Hect,0,0,0.04,0,0.04,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,8563,1517,40000,8524,40000,Other,31437
13805,Pure Pinball,XB,2004,Misc,XS Games,0.03,0.01,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,10000,1102,4071,40000,Other,10000
13806,Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,7076,670,40000,971,40000,Other,32924
13807,Zac to Ombra: Maboroshi no Yuuenchi,DS,2010,Adventure,Konami Digital Entertainment,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,4479,3846,40000,7313,40000,Other,35521
13808,Resident Evil: Revelations,PC,2013,Action,Capcom,0,0.03,0,0.01,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,6025,30000,5707,10000,40000,Action,33975
13809,Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Wii,2010,Fighting,Namco Bandai Games,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,9190,2470,40000,5047,40000,Other,30810
13810,Shadow of the Colossus,PS3,2011,Action,Sony Computer Entertainment,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,6594,907,40000,5849,40000,Action,33406
13811,Phantom Breaker,X360,2011,Fighting,5pb,0.02,0,0.02,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,20000,4073,20000,1842,40000,Other,20000
13812,Gummy Bears Mini Golf,Wii,2010,Sports,Unknown,0.04,0,0,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,483,5234,4912,40000,Sports,0
13813,Brothers In Arms DS,DS,2007,Shooter,Ubisoft,0.03,0,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,1465,3686,1952,40000,Shooter,10000
13814,Valhalla Knights 2: Battle Stance,PSP,2009,Role-Playing,Marvelous Interactive,0,0,0.04,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,8497,4688,40000,1305,40000,Role-Playing,31503
13815,99 no Namida,DS,2008,Adventure,Namco Bandai Games,0,0,0.04,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,6862,7319,40000,8570,40000,Other,33138
13816,Clannad,PSP,2008,Adventure,Prototype,0,0,0.04,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,9458,7571,40000,2896,40000,Other,30542
13817,Cyber Troopers Virtual-On Marz,PS2,2003,Fighting,Sega,0.02,0.01,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,20000,10000,4051,7267,40000,Other,20000
13818,Headhunter: Redemption,PS2,2004,Action,Sega,0.02,0.01,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,20000,10000,3661,5550,40000,Action,20000
13819,Ookami to Koushinryou: Boku to Horo no Ichinen,DS,2008,Adventure,ASCII Media Works,0,0,0.04,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2358,7760,40000,8063,40000,Other,37642
13820,Bomberman: Act Zero,X360,2006,Puzzle,Konami Digital Entertainment,0.04,0,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,3132,5873,4242,40000,Other,0
13821,Stuntman,GBA,2003,Racing,Atari,0.03,0.01,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,10000,8505,7620,40000,Racing,10000
13822,Time Travelers,3DS,2012,Adventure,Unknown,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,761,1209,40000,3921,40000,Other,39239
13823,Burnout Paradise: The Ultimate Box,X360,2009,Racing,Electronic Arts,0,0.03,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,4493,30000,5369,8158,40000,Racing,35507
13824,The Chase: Felix Meets Felicity,DS,2009,Action,Atari,0.04,0,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,6814,8967,2026,40000,Action,0
13825,Stoked: Big Air Edition,X360,2009,Sports,Namco Bandai Games,0.02,0.02,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,3908,5681,40000,Sports,20000
13826,Syndicate Wars,PS,1997,Strategy,Electronic Arts,0.02,0.01,0,0,0.04,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,20000,10000,8354,7265,40000,Other,20000
13827,Castlevania: Lords of Shadow 2,PC,2014,Action,Konami Digital Entertainment,0.01,0.03,0,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,10000,30000,1857,1495,40000,Action,30000
13828,Draglade (JP sales),DS,2007,Fighting,505 Games,0,0,0.04,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,9418,9767,40000,4225,40000,Other,30582
13829,Herc's Adventures,PS,1997,Action,Virgin Interactive,0.02,0.01,0,0,0.04,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,20000,10000,9967,82,40000,Action,20000
13830,Tiger Woods PGA Tour Golf,GBA,2002,Sports,Ubisoft,0.03,0.01,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,10000,5352,3688,40000,Sports,10000
13831,Twin Strike: Operation Thunder,Wii,2008,Shooter,Zoo Games,0.04,0,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,508,8353,2769,40000,Shooter,0
13832,BlazBlue: Chrono Phantasma Extend,PS3,2015,Action,PQube,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,8401,5072,40000,3362,40000,Action,31599
13833,All Points Bulletin,PC,2010,Role-Playing,Electronic Arts,0,0.03,0,0.01,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3720,30000,6092,10000,40000,Role-Playing,36280
13834,Romance of the Three Kingdoms 13,PS3,2015,Action,Tecmo Koei,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,6243,6852,40000,8786,40000,Action,33757
13835,The Movies,PC,2005,Simulation,Activision,0.01,0.03,0,0.01,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,10000,30000,7232,10000,40000,Other,30000
13836,SuperCar Challenge,PS3,2009,Racing,System 3 Arcade Software,0,0.03,0,0.01,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,7422,30000,8631,10000,40000,Racing,32578
13837,Dreamfall: The Longest Journey,XB,2006,Adventure,Empire Interactive,0.03,0.01,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,10000,722,1711,40000,Other,10000
13838,The Sims 4: Spa Day,PC,2015,Simulation,Electronic Arts,0,0.04,0,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,5966,40000,797,9298,40000,Other,34034
13839,Tokimeki Mahjong Paradise: Koi no Tenpai Beat,SAT,1995,Misc,Sonnet,0,0,0.04,0,0.04,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,485,916,40000,8328,40000,Other,39515
13840,Yuki Yuna is a Hero: Memory of the Forest,PSV,2015,Action,FuRyu,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,4815,7526,40000,5257,40000,Action,35185
13841,JASF: Jane's Advanced Strike Fighters,PC,2011,Simulation,Deep Silver,0.02,0.01,0,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,20000,10000,1793,8497,40000,Other,20000
13842,Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,DS,2005,Misc,Namco Bandai Games,0,0,0.04,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,7932,2511,40000,3128,40000,Other,32068
13843,Blue Roses: Yousei to Aoi Hitomi no Senshitachi,PSP,2010,Adventure,Nippon Ichi Software,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,9328,273,40000,9248,40000,Other,30672
13844,Zatch Bell! Mamodo Fury,GC,2005,Fighting,Namco Bandai Games,0.03,0.01,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,10000,8528,5861,40000,Other,10000
13845,Dora's Big Birthday Adventure,PS2,2010,Misc,Take-Two Interactive,0.02,0.01,0,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,20000,10000,8780,3272,40000,Other,20000
13846,PopStar Guitar,PS2,2008,Misc,XS Games,0.02,0.01,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,20000,10000,8279,6118,40000,Other,20000
13847,Haikyu!! Cross Team Match!,3DS,2016,Adventure,Namco Bandai Games,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,440,5145,40000,2427,40000,Other,39560
13848,NHL Blades of Steel 2000,PS,1999,Sports,Konami Digital Entertainment,0.02,0.01,0,0,0.04,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,20000,10000,3754,5571,40000,Sports,20000
13849,Outlaw Volleyball Remixed,PS2,2004,Sports,Global Star,0.02,0.01,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,20000,10000,2127,2741,40000,Sports,20000
13850,The Adventures of Darwin,PS2,2006,Strategy,Essential Games,0.01,0,0.03,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,10000,2683,30000,2888,40000,Other,30000
13851,Scarface: The World is Yours,PC,2006,Action,Vivendi Games,0.01,0.02,0,0.01,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,10000,20000,9758,10000,40000,Action,30000
13852,Blood Bowl,PC,2009,Sports,Focus Home Interactive,0.01,0.02,0,0.01,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,10000,20000,2874,10000,40000,Sports,30000
13853,FIFA World Cup Germany 2006,DS,2006,Sports,Electronic Arts,0.03,0,0,0,0.04,00s,FIFA,1,0,0,0,0,0,0.04,0,0,0,0,0,30000,7168,2339,8928,40000,Sports,10000
13854,Supreme Commander: Forged Alliance,PC,2007,Strategy,THQ,0.01,0.02,0,0.01,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,10000,20000,5147,10000,40000,Other,30000
13855,Klonoa Heroes: Densetsu no Star Medal,GBA,2002,Role-Playing,Namco Bandai Games,0,0,0.04,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,8529,7451,40000,183,40000,Role-Playing,31471
13856,Hyperdimension Neptunia Victory II,PS4,2015,Role-Playing,Idea Factory International,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,9697,7371,40000,9511,40000,Role-Playing,30303
13857,Pajama Sam: You are What You Eat From Your Head to Your Feet,PS,2001,Adventure,Infogrames,0.02,0.01,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,20000,10000,3509,1172,40000,Other,20000
13858,Sid Meier's Railroads!,PC,2006,Simulation,Take-Two Interactive,0.01,0.03,0,0.01,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,10000,30000,6125,10000,40000,Other,30000
13859,Jig-A-Pix: Pets,DS,2009,Puzzle,Zushi Games,0.03,0,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,4997,4779,3597,40000,Other,10000
13860,Brothers: A Tale of Two Sons,XOne,2015,Adventure,505 Games,0.03,0.01,0,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,10000,7539,7663,40000,Other,10000
13861,Warhammer: Dark Omen,PS,1998,Strategy,Electronic Arts,0.02,0.01,0,0,0.04,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,20000,10000,8470,3249,40000,Other,20000
13862,Mobile Suit Gundam: Mokuba no Kiseki,PSP,2012,Action,Namco Bandai Games,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2153,3937,40000,5424,40000,Action,37847
13863,Denki Blocks!,GBA,2001,Puzzle,Rage Software,0.03,0.01,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,10000,6589,9877,40000,Other,10000
13864,A Ressha de Ikou DS,DS,2009,Simulation,ArtDink,0,0,0.04,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,638,2937,40000,4354,40000,Other,39362
13865,Harukanaru Toki no Naka de 4: Aizouban,PSP,2010,Role-Playing,Tecmo Koei,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2807,5404,40000,4026,40000,Role-Playing,37193
13866,Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,PSV,2015,Role-Playing,Experience Inc.,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2801,8576,40000,6617,40000,Role-Playing,37199
13867,Colin McRae Rally 3,XB,2002,Racing,Codemasters,0.03,0.01,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,10000,3005,6752,40000,Racing,10000
13868,Ballistic,PS,1999,Puzzle,Atari,0.02,0.01,0,0,0.04,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,20000,10000,4181,35,40000,Other,20000
13869,Paddington: Adventures in London,3DS,2015,Puzzle,Koch Media,0,0.04,0,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,8245,40000,3195,8292,40000,Other,31755
13870,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PSV,2016,Misc,Tecmo Koei,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,205,9768,40000,8538,40000,Other,39795
13871,Caesar IV,PC,2006,Strategy,Vivendi Games,0,0.03,0,0.01,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,8651,30000,5807,10000,40000,Other,31349
13873,Song of the Deep,XOne,2016,Action,Insomniac Games,0.03,0,0,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,6659,2024,9502,40000,Action,10000
13874,I'm A Celebrity: Get Me Out of Here!,DS,2009,Misc,Mindscape,0,0.04,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,8491,40000,8778,5150,40000,Other,31509
13875,Gundam Battle Online,DC,2001,Action,Namco Bandai Games,0,0,0.04,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,8299,4864,40000,6947,40000,Action,31701
13876,Harry Potter and the Order of the Phoenix,PC,2007,Action,Electronic Arts,0,0.03,0,0.01,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,4208,30000,4679,10000,40000,Action,35792
13877,Shonen Jump's One Piece: Grand Adventure,GC,2006,Fighting,Namco Bandai Games,0.03,0.01,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,10000,8158,2697,40000,Other,10000
13878,Holly Hobbie & Friends,DS,2007,Misc,Majesco Entertainment,0.04,0,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,3544,9491,8370,40000,Other,0
13879,Kevin Van Dam: Big Bass Challenge,Wii,2010,Sports,Zoo Games,0.04,0,0,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,7364,1198,269,40000,Sports,0
13880,Stolen,PS2,2005,Action,Hip Interactive,0.02,0.01,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,20000,10000,1440,5410,40000,Action,20000
13881,Monster High: New Ghoul in School,X360,2015,Action,Little Orbit,0,0.04,0,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1043,40000,2054,334,40000,Action,38957
13882,Glacier2,Wii,2009,Racing,Zoo Games,0.04,0,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,8529,3628,867,40000,Racing,0
13883,Rugby Challenge 3,PS4,2016,Sports,Alternative Software,0,0.03,0,0.01,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,5312,30000,4473,10000,40000,Sports,34688
13884,Memories Off 6: T-Wave,PS2,2008,Adventure,5pb,0,0,0.04,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,9224,453,40000,4604,40000,Other,30776
13885,Superstars V8 Racing,PS3,2009,Racing,Black Bean Games,0,0.02,0,0.01,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3998,20000,8430,10000,40000,Racing,36002
13886,Halo: Combat Evolved,PC,2003,Shooter,Microsoft Game Studios,0.01,0.02,0,0.01,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,10000,20000,4038,10000,40000,Shooter,30000
13887,Hatsune Miku: Project Diva X,PS4,2016,Misc,Sega,0.01,0,0.02,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,10000,5057,20000,5049,40000,Other,30000
13888,Bullet Girls 2,PSV,2016,Action,D3Publisher,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,6835,2470,40000,6300,40000,Action,33165
13889,Famicom Remix Best Choice,3DS,2015,Action,Nintendo,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,7890,425,40000,9889,40000,Action,32110
13890,Pro Race Driver,XB,2003,Racing,Codemasters,0.03,0.01,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,10000,2139,7408,40000,Racing,10000
